,smiles,cluster
22,CCCCCCCCN1C(=O)c2ccc3c4cc(-c5ccc(Cl)cc5)c(OC)cc4c4c5cc(OC)c(-c6ccc(Cl)cc6)cc5ccc4c3c2C1=O,8
23,CCCCCCCCN1C(=O)c2ccc3c4cc(-c5ccc(Cl)cc5)c(OC)cc4c4c5cc(-c6ccc(Cl)cc6)c(OC)cc5ccc4c3c2C1=O,8
24,CCCCCCCCCCN1C(=O)c2ccc3c4cc(-c5ccc(C#N)cc5)c(OC)cc4c4cc(-c5ccc(C#N)cc5)c(OC)cc4c3c2C1=O,8
25,CCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,8
26,CCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,8
27,CCCCCCCCCCN1C(=O)c2ccc3c(-c4ccc(C#N)cc4)cc4cc(-c5ccc(C#N)cc5)c(OC)cc4c3c2C1=O,8
28,CCCCCCCN1C(=O)c2ccc3c(-c4ccc(C#N)cc4)cc4cc(-c5ccc(C#N)cc5)c(OC)cc4c3c2C1=O,8
29,CCCCN1C(=O)c2cccc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,8
30,CCCCCCN1C(=O)c2cccc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,8
31,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(=O)n(CC)c1=S,12
32,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(=O)n(CC)c1=O,12
33,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(=O)n(C)c1=O,12
34,O=S(=O)(c1ccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)cc1)c1cccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)c1,11
35,O=S(=O)(c1cccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)c1)c1cccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)c1,11
36,O=S(=O)(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1cccc(S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,12
37,O=S(=O)(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,12
38,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(=O)[n-]c1=O,12
39,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)cc2)cc1,12
40,O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1,12
41,O=S(=O)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,11
42,O=S(=O)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,11
43,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)c2)cc1,12
44,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)cc1,12
45,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)c1cc(P(=O)(c3ccccc3)c3ccccc3)ccc1n2-c1ccccc1,12
46,O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c3ccccc3c3cc(P(=O)(c4ccccc4)c4ccccc4)ccc32)cc1,12
47,CCCCCCCCN1C(=O)c2ccc3c4cc(OC)c(-c5ccc(F)cc5)cc4c4cc(F)c(-c5ccc(F)cc5)cc4c3c2C1=O,8
48,O=S(=O)(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,12
49,O=S(=O)(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1cccc(-n2c3ccccc3c3ccccc32)c1,12
50,O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,12
51,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nnc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)o1,12
52,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)no1,12
53,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(-c6ccccc6)cc5)cc4c4cc(-c5ccc(-c6ccccc6)cc5)ccc4c3c2C1=O,8
54,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(-c6ccccc6)cc5)cc4c4cc(-c5ccc(-c6ccccc6)cc5)c(O)cc4c3c2C1=O,8
55,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4c4ccc(C(=O)OC)cc4c3c2C1=O,8
56,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4c4ccc(C=O)cc4c3c2C1=O,8
57,CCCCCCCCN1C(=O)c2ccc3c4cc(-c5ccc(F)cc5)c(OC)cc4c4c5cc(OC)c(-c6ccc(F)cc6)cc5ccc4c3c2C1=O,8
58,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)c1cc(P(=O)(c3ccccc3)c3ccccc3)ccc1n2-c1ccc(-c2ccccc2)cc1,12
59,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,12
60,CC(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,12
61,Cc1cc(C)c(C)c(S(=O)(=O)c2ccc(-n3c4ccc(-c5c(C)cccc5C)cc4c4cc(-c5c(C)cccc5C)ccc43)cc2)c1C,12
62,Cc1cc(C)c(S(=O)(=O)c2ccc(-n3c4ccc(-c5c(C)cccc5C)cc4c4cc(-c5c(C)cccc5C)ccc43)cc2)c(C)c1,12
63,CC(C)(C)c1ccc2c(c1)c1cc(C(=O)c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)ccc1n2-c1ccccc1,12
64,CC(C)(C)c1ccc2c(c1)c1cc(C(=O)c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)n3)ccc1n2-c1ccccc1,12
65,Cc1cccc(C)c1-c1ccc2c(c1)c1cc(-c3c(C)cccc3C)ccc1n2-c1ccc(S(=O)(=O)c2c(C)cccc2C)cc1,12
66,O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,12
67,O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c3ccccc3c3cc4c5ccccc5n(-c5ccccc5)c4cc32)cc1,12
68,O=S(=O)(c1ccccc1)c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,12
69,Cc1cc(C)cc(S(=O)(=O)c2ccc(-n3c4ccc(-c5c(C)cccc5C)cc4c4cc(-c5c(C)cccc5C)ccc43)cc2)c1,12
70,O=S(=O)(c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,11
71,O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,11
72,O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c3ccccc3c3ccc4c5ccccc5n(-c5ccccc5)c4c32)cc1,12
73,O=S(=O)(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4)s3)cc2)cc1,11
74,O=S(=O)(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4)cc3)cc2)cc1,11
75,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(C#N)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1,12
76,O=S(=O)(c1ccccc1)c1ccc(-c2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,11
77,O=S(=O)(c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccc(S(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2)cc1,11
78,CCCCCCCCN1C(=O)C(=O)C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)=C1c1ccc(-n2c3ccccc3c3ccccc32)cc1,12
79,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)sc1=S,12
80,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc2ccccc2n1-c1ccccc1P(=O)(c1ccccc1)c1ccccc1,12
81,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n2ccccc12,12
82,O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(S(=O)(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,11
83,O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,11
84,CCCCCCCCn1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(=O)c2ccccc21,12
85,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(OC)cc4)c(OC)cc3c2C1=O,8
86,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(C=O)cc4)c(OC)cc3c2C1=O,8
87,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=O)c2ccncc2)cc1,12
88,Cc1ccc(C(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,12
89,O=P(c1ccccc1)(c1ccccc1)c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,12
90,CSc1ccc(N(c2ccccc2)c2ccc(S(=O)(=O)c3ccc(N(c4ccccc4)c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2)cc1,11
91,O=S(=O)(c1ccccc1)c1ccc(-c2ccc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,11
92,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc3ccc4ccc(-c5ccc(P(=O)(c6ccccc6)c6ccccc6)cc5)cc4c3c2)cc1,11
93,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(P(=O)(c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1,11
94,Cc1cccc(C)c1-c1ccc2c(c1)c1cc(-c3c(C)cccc3C)ccc1n2-c1ccc(S(=O)(=O)c2ccccc2)cc1,12
95,CCCCCCCN1C(=O)c2ccc3c4cc(-c5ccc(C#N)cc5)ccc4c4c5cc(OC)c(-c6ccc(C#N)cc6)cc5ccc4c3c2C1=O,8
96,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(C#N)cc5)cc4c4cc(-c5ccc(C#N)cc5)ccc4c3c2C1=O,8
97,CCCCCCCCN1C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)=C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2S1=O,12
98,CCCCCCCCN1C(=O)c2ccc3c(-c4ccc(C=O)cc4)cc4cc(-c5ccc(C=O)cc5)c(OC)cc4c3c2C1=O,8
99,Cc1cccc(C)c1-c1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccc(S(=O)(=O)c2ccccc2)cc1,12
100,O=S(=O)(c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,12
101,O=S(=O)(c1ccc(-n2c3ccccc3c3cc(-c4ccccc4)ccc32)cc1)c1ccc(-n2c3ccccc3c3cc(-c4ccccc4)ccc32)cc1,12
102,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3c2C1=O,8
103,CCCCCCN1C(=O)c2ccc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c(OC)cc3c2C1=O,8
104,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)c1ccccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,12
105,O=S(=O)(c1ccccc1)c1ccc(-n2c3ccccc3c3ccc4c5ccccc5n(-c5ccc(S(=O)(=O)c6ccccc6)cc5)c4c32)cc1,12
106,O=S(=O)(c1ccccc1)c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1,12
107,CCCCCCCN1C(=O)c2cccc3c(-c4ccc(C#N)cc4)c4c(ccc5cc(-c6ccc(C#N)cc6)c(OC)cc54)c(c23)C1=O,8
108,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3c2C1=O,8
109,CCCCCCCCCCN1C(=O)c2ccc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(OC)cc3c2C1=O,8
110,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3c2C1=O,8
111,CCCCCCCCN1C(=O)c2ccc3ccc4cc(-c5ccc(C#N)cc5)c(-c5ccc(C#N)cc5)cc4c3c2C1=O,8
112,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)c(N5CCCCC5)cc4c3c2C1=O,8
113,Cc1ccc2c(c1)c1ccccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccccc4c4cc(C)ccc43)cc2)cc1,12
114,CCCCCCCCCN1C(=O)c2cccc3c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc(c23)C1=O,12
115,CCCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1cc(-c2ccc(N(c4ccccc4)c4ccccc4)cc2)ccc1-3,8
116,O=S(=O)(c1ccccc1)c1ccc(-c2cc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)cc(-n3c4ccccc4c4ccccc43)c2)cc1,12
117,CCCCCCCCN1C(=O)c2ccc3c(-c4ccc(OC)cc4)cc4cc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)cc4c3c2C1=O,8
118,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(OC)cc4)c4ccc(-c5ccc(OC)cc5)cc4c3c2C1=O,8
119,CCCCCCCCCCN1C(=O)c2cccc3c(-c4ccccc4)c4c(ccc5cc(-c6ccccc6)c(OC)cc54)c(c23)C1=O,8
120,O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,12
121,CCCCCCCN1C(=O)c2ccc3c4ccc(-c5ccc(C(F)(F)F)cc5)cc4c4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3c2C1=O,8
122,O=S(=O)(c1ccccc1)c1ccc(-c2cc(-c3ccc(-n4cccn4)cc3)cc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)c2)cc1,11
123,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,11
124,O=S(=O)(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1ccc(N2c3ccccc3Sc3ccccc32)cc1,11
125,Cc1ccc(C(=O)c2ccc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)cc2)cc1,12
126,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)cc3ccccc3c2c1,12
127,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,12
128,CCCCCCCCN1C(=O)c2ccc3cc(OC)c(-c4ccc(-c5ccccc5)cc4)cc3c2C1=O,8
129,O=[SH](=O)c1ccc(N(c2ccc(S(=O)(=O)c3ccccc3)cc2)c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,11
130,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21,11
131,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(P(=O)(c5ccccc5)c5ccccc5)cc4)c3cc21,12
132,CCCCCCCCN1Cc2c3ccc4cc(-c5ccc(-c6ccccc6)cc5)c(OC)cc4c3c(-c3ccc(-c4ccccc4)cc3)c3cccc(c23)C1=O,8
133,O=C(c1ccccc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,12
134,CCCCN1C(=O)c2ccc3c(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(-c5ccccc5)cc4)c(C(=O)NC(C)(C)C)c3c2C1=O,8
135,CCCCCCCCN1C(=O)c2ccc3c(c4c(c5cc(-c6ccc(F)cc6)c(OC)cc53)=CC(OC)=C4c3ccc(F)cc3)c2=C1C(=O)NCCCCCCC,8
136,O=c1c2ccccc2n(-c2ccc3c(c2)C(c2ccccc2)c2cc(-n4c5ccccc5c(=O)c5ccccc54)ccc2-3)c2ccccc12,12
137,CCCCCCCN1C(=O)c2ccc3cc(-c4ccc(N(C)C)cc4)cc(-c4ccc(N(C)C)cc4)c3c2C1=O,8
138,CCCCCCCCCCN1C(=O)c2cccc3c(-n4cc(-c5ccccc5)nn4)ccc(c23)C1=O,8
139,CCCCCCCCCCN1C(=O)c2cccc3c(N4CCCCC4)ccc(c23)C1=O,11
140,CC(C)c1cc(C(C)C)c(B2c3ccccc3-c3ccccc3N2c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)c(C(C)C)c1,11
141,CCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,8
142,N#Cc1ccc(-c2ccc3c(c2)C(c2ccc(-n4c5ccccc5c(=O)c5ccccc54)cc2)c2cc(-c4ccc(C#N)cc4)ccc2-3)cc1,12
143,CN(C)c1ccc(-c2cc(-c3ccccc3)cc(S(=O)(=O)c3cc(-c4ccc(N(C)C)cc4)cc(-c4ccc(N(C)C)cc4)c3)c2)cc1,11
144,COc1ccc(N(c2ccc(OC)cc2)c2ccc(C3(c4ccc(N(c5ccc(OC)cc5)c5ccccc5OC)cc4)OC(=O)c4ccccc43)cc2)cc1,11
145,CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,11
146,CCN(CC)c1ccc2cc(/C=C/C=C(/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,11
147,CCN(CCCCC(=O)ON1C(=O)CCC1=O)c1ccc2cc(-c3ccc(S(=O)(=O)O)s3)c(=O)oc2c1,11
148,CCN(CCCCC(=O)ON1C(=O)CCC1=O)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)c(=O)oc2c1,11
149,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,11
150,CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,11
151,CCN(CC)c1ccc2cc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,2
152,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,7
153,CCN(C)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,11
154,CCN(CC)c1ccc2cc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,11
155,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(CCCCC(=O)ON2C(=O)CCC2=O)c2cc(S(=O)(=O)O)ccc2-3)c2ccccc21,11
156,COC(=O)/C=C/C1=CC2=C(c3ccc(OC)cc3)c3ccc(-c4ccccc4)n3[B-](F)(F)[N+]2=C1c1ccccc1,3
157,CCCCCCCCCCCCOC(=O)/C=C/c1cc2n(c1)[B-](F)(F)[N+]1=CC(/C=C/C(=O)OC)=CC1=C2c1ccc(OCCCCCCCCCC)cc1,0
158,CCCCCCCCCCCOC(=O)/C=C/c1cc2n(c1)[B-](F)(F)[N+]1=CC(/C=C/C(=O)OC)=CC1=C2c1ccc(OCCCCCCCCCCC)cc1,0
159,COC(=O)/C=C/C1=CC2=C(c3ccccc3)c3ccc(-c4ccc(OC)cc4)n3[B-](F)(F)[N+]2=C1c1ccccc1,3
160,CCCCCCCCCCCCOC(=O)/C=C/c1cc2n(c1)[B-](F)(F)[N+]1=CC(/C=C/C(=O)OC)=CC1=C2c1ccc(OCCCCCCCCCCC)cc1,0
161,CCCCCCCCCCCCCCCOC(=O)/C=C/c1cc2n(c1)[B-](F)(F)[N+]1=CC(/C=C/C(=O)OC)=CC1=C2c1ccc(OCCCCCCCCCCC)cc1,0
162,COC(=O)/C=C/C1=CC2=C(c3ccccc3)c3cc(/C=C/C(=O)OCc4ccccc4)cn3[B-](F)(F)[N+]2=C1c1c(C)cc(C)cc1C,9
163,COC(=O)/C=C/C1=CC2=C(c3ccccc3)c3ccc(/C=C/C(=O)OCc4ccccc4)n3[B-](F)(F)[N+]2=C1c1c(C)cc(C)cc1C,9
164,COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OCc4ccccc4)cn3[B-](F)(F)[N+]2=C1c1ccccc1,9
165,COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3ccc(/C=C/C(=O)OCc4ccccc4)n3[B-](F)(F)[N+]2=C1c1ccccc1,9
166,CCOCCOCCOC(=O)/C=C/C1=[N+]2C(=C(c3ccccc3)c3ccc(/C=C/C(=O)OCOCCOCC)n3[B-]2(F)F)C=C1/C=C/C(=O)OC,0
167,CCOCCOCCOCOC(=O)/C=C/c1ccc2n1[B-](F)(F)[N+]1=C(/C=C/C(=O)OCCOCCOCC)C(/C=C/C(=O)OC)=CC1=C2c1ccccc1,0
168,COCCOCCOCCOCCOC(=O)/C=C/c1ccc2n1[B-](F)(F)[N+]1=C(c3ccc(C)cc3)C(/C=C/C(=O)OC)=CC1=C2c1ccc(C)cc1,6
