smiles,strength,absorption
CC1c2ccccc2N(c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)c2ccccc21,0,1
CN(C)c1ccc2c(=O)c3c(oc2c1)=CC(=[N+](C)C)C=3,0,1
CCCCCn1c2c(c3cc(C#Cc4ccc5ccc6cccc7ccc4c5c67)ccc31)C(C)(CCC)c1ccccc1-2,0,1
c1cc(C2CCCC2)cc(N2c3ccccc3Sc3ccccc32)c1,0,1
O=S(=O)(c1ccccc1)c1cc(N2c3ccccc3Sc3ccccc32)cc(N2c3ccccc3Sc3ccccc32)c1,0,1
CC1CCc2cc(N3CCCC3)ccc21,0,1
CCCOc1cc2cc(N3c4ccccc4Sc4ccccc43)c(=O)oc2cc1N1c2ccccc2Sc2ccccc21,0,1
c1cc(-c2cc3ccccc3s2)cc(C2CCC(c3cnc4c(ccc5cc(C6CCCC6)cnc54)c3)CC2)c1,0,1
O=c1c(=O)c2ccccc2c1=O,0,1
N#Cc1ccc2c(c1)C(C1=C3C=CC=C3C=C1)(c1cc3ccccc3c3ccccc13)c1ccccc1-2,0,1
C1=CC2=C(C3(c4cc5ccccc5c5ccccc45)c4ccccc4-c4ccccc43)C=CC2=C1,0,1
Cc1cc2cc(N(C)C)ccc2cc1C=O,0,1
F[B-]1(F)OC(C2=C3C=CC=C3C=C2)=CC(c2c3ccccc3cc3ccccc23)=[O+]1,0,1
Cc1[c-]c2ccccc2c(C2=C3C=CC=C3C=C2)c1,0,1
CC1CCc2cc(C(=O)/C=C/c3ccc(N(C)C)cc3)ccc21,0,1
CCCCCC1(CCC)c2cc(C=O)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,0,1
c1ccc(-c2ccc(C3CCCC3)cn2)cc1,0,1
NCCCOc1cc2ccc3cccc4ccc(c1)c2c34,0,1
CC(=O)c1cn(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)c2ccccc12,0,1
Cc1cc(C)c2ccccc2c1,0,1
CC(C)(C)C1=C2C=CC=C2C=C1,0,1
C1=CC2=C3C1=CC=C3C=C2,0,1
C1=CC2=C(c3cc(-c4cccc5ccccc45)c(-c4cccc5ccccc45)c(-c4cccc5ccccc45)c3)C=CC2=C1,0,1
CCCCCC1(C)c2cc(C=C(C#N)C(=O)O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,0,1
O=C(c1cccc(C2CCCC2)c1)C(F)(F)F,0,1
Cc1c2c(=O)[nH]c(-c3ccc(-c4ccccc4)cc3)c-2c1=O,0,1
O=S(=O)(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,0,1
CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2n3-c2ccc(C3CCCC3)cc2)c2ccccc21,0,1
CCCC1(C)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,0,1
CCCCCCCC(=O)c1cc(Br)c(O)c(/N=N/c2ccc([N+](=O)[O-])cc2)c1,0,1
CC1(C)c2ccccc2N(c2cc(C=O)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,0,1
CC1(C)CCc2cc3ccc(N4c5ccccc5Oc5ccccc54)cc3cc2N1,0,1
c1ccc2c(c1)Oc1cc(-n3c4ccccc4c4ccccc43)ccc1N2c1ccc(C2CCCC2)cc1,0,1
c1ccc(N(c2ccccc2)c2ccc(C3CCCC3)cc2)cc1,0,1
O=C1CCN1Cc1c2ccccc2cc2ccccc12,0,1
CCC1(C)c2cc(N3c4ccccc4C(C)(C)c4ccccc43)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,0,1
CCCC1(C)c2cc(-c3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(/C=C(\C)c4ccccc4)cc3)cc21,0,1
CCN1c2ccc(C=O)cc2CCC1(C)C,0,1
CC1(C)c2cc(C#N)ccc2-c2ccc(C#N)cc21,0,1
CCC(=O)c1ccc(C(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0,1
C1=CC2=CN(c3cccc4ccccc34)C2=C1,0,1
O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c(c2)c2cc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)ccc2n3-c2ccccc2)cc1,0,1
CC(=O)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)n1,0,2
c1ccc2c(c1)ncn2C1CCC(c2cnc3sc4ncc(C5CCCC5)cc4c3c2)CC1,0,2
c1ccc(-n2cnc3cc(C4CCCC4)ccc32)cc1,0,2
CC(=O)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0,2
O=c1cc2ccc3cccc4ccc1c2c34,0,2
N#Cc1cc2cccc3c(N)ccc4ccc1c-2c43,0,2
c1cnc2c(C3CCCC3)ccnc2c1,0,2
C1=CC2=C(C3(c4c(-c5ccc6ccncc6n5)c5ccccc5c5ccccc45)c4ccccc4-c4ccccc43)C=CC2=C1,0,2
c1ccc(-c2ncc(C3CCCC(c4cccc(-n5cnc6cc7c(cc65)ncn7-c5cccc(C6CCCC6)c5)c4)C3)cn2)cc1,0,2
Cc1ccc2c(c1)-c1sn(-c3ccccc3)c(=S)c1C(C)(C)N2C,0,2
CC(=O)c1cc(N2CCCCC2)cc2c1C(C)(C)c1ccc(N3CCCCC3)cc1-2,0,2
CCCCCCCCCN1c2ccc(C)cc2Sc2cc(C=O)ccc21,0,2
CCCCCCCN(c1ccccc1)c1ccccc1,0,2
CCCCCCCCN1c2ccc(Br)cc2C(C)(C)c2cc(Br)ccc21,0,2
Cc1cc2ccccc2c2ccc3ccccc3c12,0,2
O=c1ccn(-c2ccc(C3CCCC3)cc2)c2ccccc12,0,2
c1ccc2c(c1)c1cccnc1n2C1CCCC1,0,2
CC(=O)c1c2ccccc2cc2ccccc12,0,2
c1ccc2c(c1)Sc1ccccc1N2c1ccc(C2CCCC2)cc1,0,2
N#Cc1ccc2c(C#N)cc3ccccc3c2c1,0,2
CCCCCCCCN1c2ccccc2Sc2cc(/C=N/NC(=O)c3ccccc3O)ccc21,0,2
OC1[CH]O[C@@H](C2CCCC2)C1,0,2
CC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,0,2
Nc1cc2ccc3cccc4ccc(c1)c2c34,0,2
c1cc(C2CCCC2)cc(-n2c3ccccc3c3c4c5ccccc5n(-c5cccc(C6CCC(c7ncns7)CC6)c5)c4ccc32)c1,0,2
O=c1c2ccccc2n(-c2cc(C3CCCC3)cc(C3CCC(C(F)(F)F)CC3)c2)c2ccccc12,0,2
CCCCCCCN1c2ccccc2Sc2cc(C=O)ccc21,0,2
CCCCCCCCCCC(=O)c1ccc(C2CC(CCNCC)O2)cc1,0,2
CC(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,0,2
CC1(O)N=NC(c2ccc3ccc4cccc5ccc2c3c45)=N1,0,2
c1ccc2ccc3ccc(c1)c23,0,2
C1=CC2=C(c3cccc(-c4ccc5ccc6cccc7ccc4c5c67)n3)C=CC2=C1,0,2
CCCCCc1cc(C#Cc2ccccc2)c(C(=O)c2ccccc2)cc1C#Cc1ccccc1,0,2
c1cc(C2CCCC2)cc(-n2c3ccccc3c3cccnc32)c1,0,2
CC(=O)[O-],0,2
O=C(Cn1c2ccccc2c(=O)c2ccccc21)N/N=C/c1ccc([N+](=O)[O-])cc1,0,2
C1=CC2=C(c3cncnc3)C=CC2=C1,0,2
c1cc(-c2cccc(C3CCC(n4c5ccccc5c5ccccc54)CC3)n2)nc(C2CCCC2)c1,0,2
c1ccc(-c2cc(-c3cccc(C4CCCC(c5ccnc(-c6cccc(C7CCCC7)c6)c5)C4)c3)nc(-c3ccccc3)n2)cc1,0,2
CCCCCCCCC(=O)c1ccc(C(=O)Nc2ccc3ccc4cccc5ccc2c3c45)cc1,0,2
CCCCn1c2ccc(C=O)cc2c2cc(C=O)ccc21,0,2
C1=CC2=C(C3=CC4c5ccccc5C3c3cc5ccccc5cc34)C=CC2=C1,0,2
CC1(C)c2ccccc2-c2ccc(C#N)cc21,0,2
CCC1(C)c2cc(N3c4ccccc4Oc4ccccc43)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,0,2
CCCCCC1(CC)c2cc(C=C(C#N)C(=O)O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,0,2
CC(=O)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,0,2
CC1(C)c2ccccc2N(c2ccc3c4c(oc3c2)=CC(=O)C2=CC=CC=42)c2ccccc21,0,2
c1ccc(-n2c(C3CCCC3)cc3cc4ccoc4cc32)cc1,0,2
CCCCCCN1c2ccccc2Sc2cc(C=O)ccc21,0,2
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,0,2
c1ccc2c(c1)c1c3ccccc3n(-c3ccc(C4CCC(c5ncco5)CC4)cc3)c1c1ncn(-c3ccc(C4CCCC4)cc3)c21,0,2
CCCCCCCCC(=O)c1cc(F)c(N2CCCCC2)cc1F,0,2
O=C1c2ccccc2C(=O)c2occc21,0,2
CC(C)(C)[Si](C)(C)C1=C2C=CC=C2C=C1,0,2
CCC1(C)c2cc(-c3ccc(C=O)cc3)ccc2-c2ccc(-c3ccc(C=O)cc3)cc21,0,2
CC1=CC2=C3C(=CC=C13)C=C2,0,2
O=C(c1ccc(Br)cc1)[C@H]1[CH]C2c3ccccc3C1c1ccccc12,0,2
CCC1(C)c2ccccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,0,2
CCCCCCCCCCCCN(CCCCCCC)c1ccc(C=O)c(O)c1,0,2
CCCCCCCCc1cc2ccc3cccc4c5cccc5c1ccc2c34,0,2
c1ccc(-n2c3ccc(C4CCCC4)cc3c3cc(C4CCC(c5cccc(-c6nc7ccccc7c7ccccc67)c5)CC4)ccc32)cc1,0,2
CCCC(=O)c1cc2ccc3cc(C(C)C)cc4ccc(c1)c2c34,0,2
C1=CC2=CC=CC2=C1,0,2
ClC1=Cc2ccc3c4c(ccc1c24)C=C3,0,2
CC(=O)c1cn(C2CCC(c3cccc(-c4nccs4)c3)CC2)c2ccccc12,0,2
CC(=O)c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0,2
O=c1ccn(-c2cccc(C3CCCC3)c2)c2ccccc12,0,2
CCCCCCCCN1c2ccccc2Sc2cc(C=O)ccc21,0,2
CCCCCCC,0,2
CCCCCC1CCC(c2ccc(-c3ccc(C4CCCC4)cn3)nc2)CC1,0,2
C1=CC2=CN(c3ccc(-c4nnc(-c5ccccc5)o4)cc3)C2=C1,0,2
CC(=O)c1ccc2c(c1)CCCN2C,0,2
CC(F)(F)F,0,2
c1ccc2c(C3CCCC(c4ccc(-c5nnc(-c6ccc(C7CCCC7)cc6)o5)cc4)C3)cncc2c1,0,2
CSc1ccc(Cl)c(/C=N/NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,0,2
O=[N+]([O-])c1ccc(-c2nc3ccccc3s2)c(O)c1,0,2
NC1=CC2=CC=CC2=C1,0,2
CC(=O)c1ccc2cc(N(C)C)ccc2c1,0,2
C1=CC2=Nc3ccccc3C2=C1,0,2
O=c1ccc2cccc(-c3cc(C4=C5C=CC=C5C=C4)cc(-c4cc(-c5ccccc5)cc(-c5ccccc5)n4)c3)c2o1,0,2
CC(=O)c1cn(-c2ccccc2)c2ccccc12,0,2
CCCCCCCCCN1C(=O)c2cccc3c(NCCN(CC)CC)ccc(c23)C1=O,0,2
CCC1(C)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,0,2
c1ccc2c(c1)c1ccccc1n2-c1ccc(C2CCCC2)cc1,0,2
O=c1c2c(=O)c3ccccc3c=2c2ccccc2c1=O,0,2
C1=CC2=C(c3cc(-c4c5ccccc5cc5ccccc45)cc(-c4cc5ccccc5c5ccccc45)n3)C=CC2=C1,0,2
CCCNc1c2ccccc2c(C(C)=O)c2ccccc12,0,3
CC1C[CH][C@@H](N2c3ccccc3Sc3ccccc32)C1,0,3
CCN(C)c1ccc(C=O)cc1,0,3
CCCCCCCCCCCCCOc1cc2ccc3cc(C#N)c(=O)oc3c2cc1OCCCCNC(C)=O,0,3
[NH3+]C1CCC([O-])C1,0,3
O=[N+]([O-])c1ccc2ccccc2c1,0,3
CCCCCCCCCCc1ccc(C(=O)/C=C/c2ccc(N3CCOCC3)cc2)cc1,0,3
CCCCCCOc1ccc2ccc(C=O)cc2c1,0,3
CCCCCCCCC(=O)c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,0,3
CC(C)Nc1ccc([N+](=O)[O-])cc1,0,3
CC1=c2c(ccc3ccccc23)=c2c(c3c(c4ccccc24)=CC=C3)C1=O,0,3
CC(=O)c1ccc2c(F)c(F)c(F)c(F)c2n1,0,3
CCCCCCOc1ccc(C=O)cc1OC,0,3
CCCCCCCCCCCCCCC(=O)c1ccc(C(=O)CCCCCCCCCCC)c(F)c1F,0,3
CCCCCCCCCCCCOc1cc(C#Cc2ccc([N+](=O)[O-])cc2)c(OCCCCCCCCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,0,3
CCCCCCCCC(=O)c1ccc2ccc3cccc4ccc1c2c34,0,3
c1ccc(-c2nc(C3CCCC(c4ccc(-c5nnc(C6CCCC6)o5)cc4)C3)ns2)cc1,0,3
CC1(C)C(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)=[N+](CCCCC(=O)O)c2ccc(S(=O)(=O)O)cc21,0,3
CCCCCCCCCCCCNc1ccc(C#N)cc1,0,3
CC(=O)c1cc2cc(N(C)C)ccc2oc1=O,0,3
c1ccc2oc(C3CCCC3)nc2c1,0,3
CCCCCCCCCCCCCOc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,0,3
c1ccc(N(c2ccccc2)c2cc3cc(C4CCCC4)ccc3s2)cc1,0,3
c1ccc2c(C3CCCC3)cccc2c1,0,3
CC(=O)c1cc2sc(C(=O)c3ccc(F)cc3)cc2s1,0,3
CC(=O)Nc1ccc(N2CCC[N+](C)(C)CC2)cc1,0,3
[CH]CCCCCC[n+]1ccccc1,0,3
CCCCCCCCCCC[N+]1=C(/C=C/Nc2ccccc2)C(C)(C)c2ccccc21,0,3
CCCCN1CCCc2cc(C=O)ccc21,0,3
CCCCCCCCCCc1ccc(O)c(/N=N/c2ccc([N+](=O)[O-])cc2)c1,0,3
CCCCCCCCCCCCCOC(=O)c1cc(=O)[nH]c2ccccc12,0,3
CCCCCC(=O)c1cc2ccc1CCCC2,0,3
CCCCCCCCCc1cc(CCCCCC)c2ccc3cccc4ccc1c2c34,0,3
c1ccc2nc(C3CCCC3)cnc2c1,0,3
CCCCCCCCCCCOc1cc2ccc3cccc4c(S(=O)(=O)O)cc(c1)c2c34,0,3
CCCCCCCCCCCCC(=O)c1ccc2ccc3cccc4ccc1c2c34,0,3
CC1(C)c2cc(C3CCCC3)ccc2N(c2ccccc2)c2ccc(C3CCC(c4ccc(-c5cccnc5)cc4)CC3)cc21,0,3
c1ccc(-c2ccc(C3CCCC3)cc2)cc1,0,3
Cc1cccc2cc3ccccc3cc12,0,3
CC(=O)c1cc(F)c(N2CCCC2)cc1F,0,3
c1ccc(-n2ccc3ccc(C4CCCC4)cc32)cc1,0,3
O=c1ncn(C2=C3C=CC=C3C=C2)c2ccccc12,0,3
CCCCCCCc1cc(C(=O)c2ccccc2)cc(Cc2ccc(N(C)c3cc(C)cc(C)c3)cc2)c1O,0,3
CCCCCCCCCC(=O)c1cc(F)c(N2CCOCC2)cc1F,0,3
CCCCCCCCCCCNc1cc(Cl)c(Cl)c(Cl)c1,0,3
CC(C)c1c(C(C)C)c2ccc3ccc4ccc5ccc1c2c3c45,0,3
CCCCCCCCCCCCC(=O)c1ccc2ccccc2c1,0,3
CC(=O)c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1,0,3
O=[N+]([O-])c1ccc(Sc2nnc(C3CCCC3)n2-c2ccccc2)cc1,0,3
COc1cc(/C=N/NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)ccc1N(C)C,0,3
